budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,26371,"[{""id"": 237, ""name"": ""gay""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 6731, ""name"": ""british""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 34333, ""name"": ""lgbt child""}, {""id"": 158718, ""name"": ""lgbt""}, {""id"": 178329, ""name"": ""best friends in love""}]",en,Maurice,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",11.552247,"[{""name"": ""Merchant Ivory Productions"", ""id"": 2370}, {""name"": ""Film Four International"", ""id"": 9210}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1987-09-18,0,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Maurice,7.1,61,"[{""cast_id"": 1, ""character"": ""Maurice Hall"", ""credit_id"": ""52fe44fdc3a368484e0427ad"", ""gender"": 2, ""id"": 42627, ""name"": ""James Wilby"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Clive Durham"", ""credit_id"": ""52fe44fdc3a368484e0427b1"", ""gender"": 2, ""id"": 3291, ""name"": ""Hugh Grant"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Alec Scudder"", ""credit_id"": ""52fe44fdc3a368484e0427b5"", ""gender"": 2, ""id"": 11278, ""name"": ""Rupert Graves"", ""order"": 2}, {""cast_id"": 4, ""character"": ""Doctor Barry"", ""credit_id"": ""52fe44fdc3a368484e0427b9"", ""gender"": 2, ""id"": 656, ""name"": ""Denholm Elliott"", ""order"": 3}, {""cast_id"": 5, ""character"": ""Mr. Ducie"", ""credit_id"": ""52fe44fdc3a368484e0427bd"", ""gender"": 2, ""id"": 4001, ""name"": ""Simon Callow"", ""order"": 4}, {""cast_id"": 6, ""character"": ""Mrs. Hall"", ""credit_id"": ""52fe44fdc3a368484e0427c1"", ""gender"": 1, ""id"": 8226, ""name"": ""Billie Whitelaw"", ""order"": 5}, {""cast_id"": 7, ""character"": ""Dean Cornwallis"", ""credit_id"": ""52fe44fdc3a368484e0427c5"", ""gender"": 2, ""id"": 8225, ""name"": ""Barry Foster"", ""order"": 6}, {""cast_id"": 8, ""character"": ""Mrs. Durham"", ""credit_id"": ""52fe44fdc3a368484e0427c9"", ""gender"": 0, ""id"": 33448, ""name"": ""Judy Parfitt"", ""order"": 7}, {""cast_id"": 9, ""character"": ""Anne Durham"", ""credit_id"": ""52fe44fdc3a368484e0427cd"", ""gender"": 1, ""id"": 3930, ""name"": ""Phoebe Nicholls"", ""order"": 8}, {""cast_id"": 12, ""character"": ""Lasker-Jones"", ""credit_id"": ""52fe44fdc3a368484e0427d9"", ""gender"": 2, ""id"": 2282, ""name"": ""Ben Kingsley"", ""order"": 9}, {""cast_id"": 21, ""character"": ""Hull"", ""credit_id"": ""56947d6ec3a3680ea800111c"", ""gender"": 2, ""id"": 5473, ""name"": ""Julian Wadham"", ""order"": 10}, {""cast_id"": 10, ""character"": ""Simcox"", ""credit_id"": ""52fe44fdc3a368484e0427d1"", ""gender"": 2, ""id"": 3568, ""name"": ""Patrick Godfrey"", ""order"": 11}, {""cast_id"": 11, ""character"": ""Risley"", ""credit_id"": ""52fe44fdc3a368484e0427d5"", ""gender"": 2, ""id"": 95259, ""name"": ""Mark Tandy"", ""order"": 12}, {""cast_id"": 22, ""character"": ""Undergraduate"", ""credit_id"": ""5899b05b92514113d3003e54"", ""gender"": 0, ""id"": 206393, ""name"": ""Miles Richardson"", ""order"": 13}, {""cast_id"": 23, ""character"": ""Barmaid"", ""credit_id"": ""5899b06a92514113d9003c96"", ""gender"": 0, ""id"": 1214797, ""name"": ""Harriet Thorpe"", ""order"": 14}, {""cast_id"": 24, ""character"": ""Featherstonaugh"", ""credit_id"": ""5899b07a92514113cd004064"", ""gender"": 2, ""id"": 1434017, ""name"": ""Matthew Sim"", ""order"": 15}, {""cast_id"": 25, ""character"": ""Kitty Hall"", ""credit_id"": ""58da65a7c3a3686d67009df8"", ""gender"": 1, ""id"": 105164, ""name"": ""Kitty Aldridge"", ""order"": 16}, {""cast_id"": 27, ""character"": ""Pippa Durham"", ""credit_id"": ""58da65f0925141143400aa69"", ""gender"": 1, ""id"": 30096, ""name"": ""Catherine Rabett"", ""order"": 18}, {""cast_id"": 28, ""character"": ""Rev. Borenius"", ""credit_id"": ""58da65ff925141148a00ad96"", ""gender"": 2, ""id"": 12691, ""name"": ""Peter Eyre"", ""order"": 19}, {""cast_id"": 29, ""character"": ""Archie"", ""credit_id"": ""58da660b925141143e00af1c"", ""gender"": 0, ""id"": 62106, ""name"": ""Michael Jenn"", ""order"": 20}, {""cast_id"": 30, ""character"": ""Chapman"", ""credit_id"": ""58da6617925141144500a9ca"", ""gender"": 0, ""id"": 1173404, ""name"": ""Mark Payton"", ""order"": 21}, {""cast_id"": 31, ""character"": ""Young Maurice"", ""credit_id"": ""58da6627925141143400aa91"", ""gender"": 2, ""id"": 224283, ""name"": ""Orlando Wells"", ""order"": 22}, {""cast_id"": 32, ""character"": ""Mrs. Sheepshanks"", ""credit_id"": ""58da6636925141144900a495"", ""gender"": 1, ""id"": 948582, ""name"": ""Maria Britneva"", ""order"": 23}, {""cast_id"": 33, ""character"": ""French colleague"", ""credit_id"": ""58da665ac3a3686d67009e7f"", ""gender"": 2, ""id"": 1642, ""name"": ""Jean-Marc Barr"", ""order"": 24}, {""cast_id"": 34, ""character"": ""Lady at Cricket Match"", ""credit_id"": ""58da666a925141144900a4b8"", ""gender"": 1, ""id"": 1283, ""name"": ""Helena Bonham Carter"", ""order"": 25}, {""cast_id"": 35, ""character"": ""Gladys Olcott"", ""credit_id"": ""58da6680c3a3686d77009dfb"", ""gender"": 1, ""id"": 10700, ""name"": ""Serena Gordon"", ""order"": 26}, {""cast_id"": 37, ""character"": ""Ada Hall"", ""credit_id"": ""59a530ae9251412f16007310"", ""gender"": 1, ""id"": 133136, ""name"": ""Helena Michell"", ""order"": 27}]","[{""credit_id"": ""52fe44fdc3a368484e042803"", ""department"": ""Art"", ""gender"": 0, ""id"": 15877, ""job"": ""Art Direction"", ""name"": ""Brian Ackland-Snow""}, {""credit_id"": ""52fe44fdc3a368484e0427df"", ""department"": ""Directing"", ""gender"": 2, ""id"": 54441, ""job"": ""Director"", ""name"": ""James Ivory""}, {""credit_id"": ""5980b8bbc3a368102c016c3b"", ""department"": ""Writing"", ""gender"": 2, ""id"": 54441, ""job"": ""Screenplay"", ""name"": ""James Ivory""}, {""credit_id"": ""52fe44fdc3a368484e0427f7"", ""department"": ""Camera"", ""gender"": 2, ""id"": 17556, ""job"": ""Director of Photography"", ""name"": ""Pierre Lhomme""}, {""credit_id"": ""52fe44fdc3a368484e0427e5"", ""department"": ""Writing"", ""gender"": 0, ""id"": 54442, ""job"": ""Original Story"", ""name"": ""E.M. Forster""}, {""credit_id"": ""52fe44fdc3a368484e0427eb"", ""department"": ""Production"", ""gender"": 2, ""id"": 54448, ""job"": ""Producer"", ""name"": ""Ismail Merchant""}, {""credit_id"": ""52fe44fdc3a368484e0427fd"", ""department"": ""Sound"", ""gender"": 2, ""id"": 54449, ""job"": ""Original Music Composer"", ""name"": ""Richard Robbins""}, {""credit_id"": ""52fe44fdc3a368484e0427f1"", ""department"": ""Writing"", ""gender"": 0, ""id"": 215093, ""job"": ""Screenplay"", ""name"": ""Kit Hesketh-Harvey""}, {""credit_id"": ""52fe44fdc3a368484e042809"", ""department"": ""Editing"", ""gender"": 1, ""id"": 978563, ""job"": ""Editor"", ""name"": ""Katherine Wenning""}]"
0,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.beerleaguethemovie.com/,14137,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}]",en,Beer League,An unemployed slacker (Lange) inspires his softball teammates to improve their game so they won't get kicked out of the local league.,1.73892,"[{""name"": ""Identity Films"", ""id"": 2870}, {""name"": ""CKRush Entertainment"", ""id"": 68353}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-15,0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Gut... No Glory.,Beer League,5.3,22,"[{""cast_id"": 1, ""character"": ""Artie DeVanzo"", ""credit_id"": ""52fe45cf9251416c75063363"", ""gender"": 2, ""id"": 20788, ""name"": ""Artie Lange"", ""order"": 0}, {""cast_id"": 3, ""character"": ""Maz"", ""credit_id"": ""52fe45cf9251416c7506336d"", ""gender"": 2, ""id"": 2877, ""name"": ""Ralph Macchio"", ""order"": 1}, {""cast_id"": 4, ""character"": ""Dennis Mangenelli"", ""credit_id"": ""52fe45cf9251416c75063371"", ""gender"": 2, ""id"": 176628, ""name"": ""Anthony DeSando"", ""order"": 2}, {""cast_id"": 5, ""character"": ""Johnny Trinno"", ""credit_id"": ""52fe45cf9251416c75063375"", ""gender"": 2, ""id"": 157059, ""name"": ""Jimmy Palumbo"", ""order"": 3}, {""cast_id"": 6, ""character"": ""Dave"", ""credit_id"": ""52fe45cf9251416c75063379"", ""gender"": 2, ""id"": 21131, ""name"": ""Joe Lo Truglio"", ""order"": 4}, {""cast_id"": 7, ""character"": ""Tim"", ""credit_id"": ""52fe45cf9251416c7506337d"", ""gender"": 2, ""id"": 59405, ""name"": ""Jerry Minor"", ""order"": 5}, {""cast_id"": 8, ""character"": ""Dirt"", ""credit_id"": ""52fe45cf9251416c75063381"", ""gender"": 2, ""id"": 5950, ""name"": ""Seymour Cassel"", ""order"": 6}, {""cast_id"": 9, ""character"": ""Gina"", ""credit_id"": ""52fe45cf9251416c75063385"", ""gender"": 0, ""id"": 122230, ""name"": ""Elizabeth Regen"", ""order"": 7}, {""cast_id"": 10, ""character"": ""Marilyn"", ""credit_id"": ""52fe45cf9251416c75063389"", ""gender"": 1, ""id"": 121757, ""name"": ""Maddie Corman"", ""order"": 8}, {""cast_id"": 11, ""character"": ""Max"", ""credit_id"": ""52fe45cf9251416c7506338d"", ""gender"": 0, ""id"": 27974, ""name"": ""Daniel Tay"", ""order"": 9}]","[{""credit_id"": ""565051009251414b01006e33"", ""department"": ""Production"", ""gender"": 2, ""id"": 20788, ""job"": ""Producer"", ""name"": ""Artie Lange""}, {""credit_id"": ""565050e7925141645f002e12"", ""department"": ""Writing"", ""gender"": 2, ""id"": 20788, ""job"": ""Writer"", ""name"": ""Artie Lange""}, {""credit_id"": ""56505134c3a368070d006ccd"", ""department"": ""Sound"", ""gender"": 2, ""id"": 42304, ""job"": ""Music"", ""name"": ""BC Smith""}, {""credit_id"": ""565051f49251414b07006e5e"", ""department"": ""Editing"", ""gender"": 0, ""id"": 56914, ""job"": ""Editor"", ""name"": ""Peter Fandetti""}, {""credit_id"": ""565051d992514164c0002bfa"", ""department"": ""Camera"", ""gender"": 0, ""id"": 65394, ""job"": ""Director of Photography"", ""name"": ""David Phillips""}, {""credit_id"": ""56505218c3a368071b007077"", ""department"": ""Production"", ""gender"": 1, ""id"": 67702, ""job"": ""Casting"", ""name"": ""Lina Todd""}, {""credit_id"": ""52fe45cf9251416c75063369"", ""department"": ""Directing"", ""gender"": 2, ""id"": 111745, ""job"": ""Director"", ""name"": ""Frank Sebastiano""}, {""credit_id"": ""565050d2925141645f002e0d"", ""department"": ""Writing"", ""gender"": 2, ""id"": 111745, ""job"": ""Writer"", ""name"": ""Frank Sebastiano""}, {""credit_id"": ""5650526ec3a368071b007088"", ""department"": ""Costume & Make-Up"", ""gender"": 1, ""id"": 957829, ""job"": ""Costume Design"", ""name"": ""Nancy Brous""}, {""credit_id"": ""565052439251414af5006e7e"", ""department"": ""Art"", ""gender"": 1, ""id"": 958228, ""job"": ""Production Design"", ""name"": ""Kelly McGehee""}, {""credit_id"": ""565052e59251414b07006e90"", ""department"": ""Costume & Make-Up"", ""gender"": 0, ""id"": 1335212, ""job"": ""Makeup Department Head"", ""name"": ""Brian Abbott""}, {""credit_id"": ""565052bec3a36833e7002c56"", ""department"": ""Directing"", ""gender"": 1, ""id"": 1407697, ""job"": ""Script Supervisor"", ""name"": ""Sharon Watt""}, {""credit_id"": ""5650511592514164c0002be1"", ""department"": ""Production"", ""gender"": 0, ""id"": 1475280, ""job"": ""Producer"", ""name"": ""Anthony Mastromauro""}, {""credit_id"": ""5650528f92514164c0002c11"", ""department"": ""Art"", ""gender"": 0, ""id"": 1526543, ""job"": ""Art Department Coordinator"", ""name"": ""Melissa B. Miller-Costanzo""}, {""credit_id"": ""56505206c3a36833e7002c2d"", ""department"": ""Production"", ""gender"": 0, ""id"": 1538935, ""job"": ""Casting"", ""name"": ""Laylee Olfat""}, {""credit_id"": ""5650525a9251414b01006e61"", ""department"": ""Art"", ""gender"": 0, ""id"": 1538936, ""job"": ""Set Decoration"", ""name"": ""Sarah Maine""}]"
2600000,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.sonyclassics.com/ridinggiants/,291,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 387, ""name"": ""california""}, {""id"": 658, ""name"": ""sea""}, {""id"": 966, ""name"": ""beach""}, {""id"": 1524, ""name"": ""surfer""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 1669, ""name"": ""wave""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 1672, ""name"": ""lifestyle""}, {""id"": 2006, ""name"": ""extremsport""}]",en,Riding Giants,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,0.895946,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-09,3166000,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Riding Giants,7.6,23,"[{""cast_id"": 4, ""character"": ""Jeff Clark"", ""credit_id"": ""52fe4233c3a36847f800ba09"", ""gender"": 0, ""id"": 4322, ""name"": ""Jeff Clark"", ""order"": 0}, {""cast_id"": 5, ""character"": ""Darrick Doerner"", ""credit_id"": ""52fe4233c3a36847f800ba0d"", ""gender"": 2, ""id"": 4323, ""name"": ""Darrick Doerner"", ""order"": 1}, {""cast_id"": 6, ""character"": ""Laird John Hamilton"", ""credit_id"": ""52fe4233c3a36847f800ba11"", ""gender"": 0, ""id"": 4324, ""name"": ""Laird Hamilton"", ""order"": 2}, {""cast_id"": 7, ""character"": ""Dave Kalama"", ""credit_id"": ""52fe4233c3a36847f800ba15"", ""gender"": 2, ""id"": 4325, ""name"": ""Dave Kalama"", ""order"": 3}, {""cast_id"": 8, ""character"": ""Dave Kalama"", ""credit_id"": ""52fe4233c3a36847f800ba19"", ""gender"": 0, ""id"": 4326, ""name"": ""David H. Kalama Jr."", ""order"": 4}, {""cast_id"": 9, ""character"": ""Brian L. Keaulana"", ""credit_id"": ""52fe4233c3a36847f800ba1d"", ""gender"": 0, ""id"": 4327, ""name"": ""Brian L. Keaulana"", ""order"": 5}, {""cast_id"": 10, ""character"": ""Buzzy Kerbox"", ""credit_id"": ""52fe4233c3a36847f800ba21"", ""gender"": 2, ""id"": 4328, ""name"": ""Buzzy Kerbox"", ""order"": 6}, {""cast_id"": 11, ""character"": ""Titus Kinimaka"", ""credit_id"": ""52fe4233c3a36847f800ba25"", ""gender"": 2, ""id"": 4329, ""name"": ""Titus Kinimaka"", ""order"": 7}, {""cast_id"": 12, ""character"": ""Gerry Lopez"", ""credit_id"": ""52fe4233c3a36847f800ba29"", ""gender"": 2, ""id"": 4330, ""name"": ""Gerry Lopez"", ""order"": 8}, {""cast_id"": 13, ""character"": ""Mickey Munoz"", ""credit_id"": ""52fe4233c3a36847f800ba2d"", ""gender"": 0, ""id"": 4331, ""name"": ""Mickey Munoz"", ""order"": 9}, {""cast_id"": 14, ""character"": ""Greg Noll"", ""credit_id"": ""52fe4233c3a36847f800ba31"", ""gender"": 0, ""id"": 4332, ""name"": ""Greg Noll"", ""order"": 10}, {""cast_id"": 15, ""character"": ""Evan Slater"", ""credit_id"": ""52fe4233c3a36847f800ba35"", ""gender"": 0, ""id"": 4333, ""name"": ""Evan Slater"", ""order"": 11}, {""cast_id"": 16, ""character"": ""Kelly Slater"", ""credit_id"": ""52fe4233c3a36847f800ba39"", ""gender"": 2, ""id"": 4334, ""name"": ""Kelly Slater"", ""order"": 12}, {""cast_id"": 17, ""character"": ""Darryl Virostko"", ""credit_id"": ""52fe4233c3a36847f800ba3d"", ""gender"": 0, ""id"": 4335, ""name"": ""Darryl Virostko"", ""order"": 13}]","[{""credit_id"": ""52fe4233c3a36847f800b9f9"", ""department"": ""Directing"", ""gender"": 2, ""id"": 4319, ""job"": ""Director"", ""name"": ""Stacy Peralta""}, {""credit_id"": ""52fe4233c3a36847f800b9ff"", ""department"": ""Writing"", ""gender"": 2, ""id"": 4319, ""job"": ""Screenplay"", ""name"": ""Stacy Peralta""}, {""credit_id"": ""52fe4233c3a36847f800ba4f"", ""department"": ""Production"", ""gender"": 2, ""id"": 4319, ""job"": ""Producer"", ""name"": ""Stacy Peralta""}, {""credit_id"": ""52fe4233c3a36847f800ba05"", ""department"": ""Writing"", ""gender"": 0, ""id"": 4320, ""job"": ""Screenplay"", ""name"": ""Sam George""}, {""credit_id"": ""52fe4233c3a36847f800ba43"", ""department"": ""Production"", ""gender"": 0, ""id"": 4336, ""job"": ""Producer"", ""name"": ""Jane Kachmer""}, {""credit_id"": ""52fe4233c3a36847f800ba49"", ""department"": ""Production"", ""gender"": 0, ""id"": 4337, ""job"": ""Producer"", ""name"": ""Agi Orsi""}, {""credit_id"": ""52fe4233c3a36847f800ba55"", ""department"": ""Camera"", ""gender"": 2, ""id"": 4338, ""job"": ""Director of Photography"", ""name"": ""Peter Pilafian""}, {""credit_id"": ""52fe4233c3a36847f800ba5b"", ""department"": ""Editing"", ""gender"": 2, ""id"": 4339, ""job"": ""Editor"", ""name"": ""Paul Crowder""}]"
2600000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.cronocrimenes.com/,14139,"[{""id"": 1435, ""name"": ""scissors""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3667, ""name"": ""time""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 33618, ""name"": ""machine""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 158071, ""name"": ""binoculars""}, {""id"": 158591, ""name"": ""injury""}, {""id"": 180340, ""name"": ""voyeur""}, {""id"": 193490, ""name"": ""loop""}]",es,Los cronocrímenes,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,19.02965,"[{""name"": ""Ars\u00e9nico Producciones"", ""id"": 10086}, {""name"": ""Zip Films"", ""id"": 12955}, {""name"": ""Fine Productions"", ""id"": 23501}, {""name"": ""Karbo Vantas Entertainment"", ""id"": 23502}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2007-09-20,553198,92.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,A trip back in time from the present to...,Timecrimes,7.0,308,"[{""cast_id"": 3, ""character"": ""H\u00e9ctor"", ""credit_id"": ""52fe45cf9251416c750633ed"", ""gender"": 2, ""id"": 24977, ""name"": ""Karra Elejalde"", ""order"": 0}, {""cast_id"": 4, ""character"": ""Clara"", ""credit_id"": ""52fe45cf9251416c750633f1"", ""gender"": 0, ""id"": 125286, ""name"": ""Candela Fern\u00e1ndez"", ""order"": 1}, {""cast_id"": 5, ""character"": ""La chica del bosque"", ""credit_id"": ""52fe45cf9251416c750633f5"", ""gender"": 1, ""id"": 125287, ""name"": ""B\u00e1rbara Goenaga"", ""order"": 2}, {""cast_id"": 6, ""character"": ""El Joven"", ""credit_id"": ""52fe45cf9251416c750633f9"", ""gender"": 2, ""id"": 118303, ""name"": ""Nacho Vigalondo"", ""order"": 3}, {""cast_id"": 7, ""character"": ""H\u00e9ctor Ocasional (as Ion Inciarte)"", ""credit_id"": ""52fe45cf9251416c750633fd"", ""gender"": 2, ""id"": 1061778, ""name"": ""Juan Inciarte"", ""order"": 4}, {""cast_id"": 8, ""character"": ""Clara (voice) (uncredited)"", ""credit_id"": ""53767b94c3a3681efb001b32"", ""gender"": 0, ""id"": 135838, ""name"": ""Libby Brien"", ""order"": 5}, {""cast_id"": 9, ""character"": ""La Chica (voice) (uncredited)"", ""credit_id"": ""53767ba8c3a3681ee9001c71"", ""gender"": 1, ""id"": 147898, ""name"": ""Nicole Dionne"", ""order"": 6}, {""cast_id"": 10, ""character"": ""Radio Announcer (voice) (uncredited)"", ""credit_id"": ""53767bc4c3a3681f04001bbd"", ""gender"": 0, ""id"": 135839, ""name"": ""Philip Hersh"", ""order"": 7}]","[{""credit_id"": ""54c256519251412489003a18"", ""department"": ""Camera"", ""gender"": 0, ""id"": 59528, ""job"": ""Director of Photography"", ""name"": ""Flavio Mart\u00ednez Labiano""}, {""credit_id"": ""52fe45cf9251416c750633e3"", ""department"": ""Directing"", ""gender"": 2, ""id"": 118303, ""job"": ""Director"", ""name"": ""Nacho Vigalondo""}, {""credit_id"": ""52fe45cf9251416c750633e9"", ""department"": ""Writing"", ""gender"": 2, ""id"": 118303, ""job"": ""Writer"", ""name"": ""Nacho Vigalondo""}, {""credit_id"": ""54c2577e9251412489003a30"", ""department"": ""Sound"", ""gender"": 2, ""id"": 234824, ""job"": ""Original Music Composer"", ""name"": ""Eugenio Mira""}, {""credit_id"": ""54c25688c3a36878d0003c4e"", ""department"": ""Production"", ""gender"": 0, ""id"": 588976, ""job"": ""Producer"", ""name"": ""Esteban Ibarretxe""}, {""credit_id"": ""54c2568092514124ed003961"", ""department"": ""Production"", ""gender"": 0, ""id"": 588976, ""job"": ""Executive Producer"", ""name"": ""Esteban Ibarretxe""}, {""credit_id"": ""54c256b2c3a3686c61012c13"", ""department"": ""Production"", ""gender"": 0, ""id"": 1001659, ""job"": ""Associate Producer"", ""name"": ""Todd Brown""}, {""credit_id"": ""54c256a692514124320039eb"", ""department"": ""Production"", ""gender"": 0, ""id"": 1047300, ""job"": ""Associate Producer"", ""name"": ""Sergio Barrej\u00f3n""}, {""credit_id"": ""53767e04c3a3681ef4001de7"", ""department"": ""Art"", ""gender"": 0, ""id"": 1120107, ""job"": ""Art Direction"", ""name"": ""Jos\u00e9 Luis Arrizabalaga""}, {""credit_id"": ""53767e13c3a3681edb001ccd"", ""department"": ""Art"", ""gender"": 0, ""id"": 1120108, ""job"": ""Art Direction"", ""name"": ""Biaffra""}, {""credit_id"": ""53767deac3a3681efb001b59"", ""department"": ""Editing"", ""gender"": 0, ""id"": 1308388, ""job"": ""Editor"", ""name"": ""Jos\u00e9 Luis Romeu""}, {""credit_id"": ""53767e21c3a3681ee1001ec4"", ""department"": ""Art"", ""gender"": 0, ""id"": 1320427, ""job"": ""Set Decoration"", ""name"": ""Urko Aguirre""}, {""credit_id"": ""53767e32c3a3681edb001cd0"", ""department"": ""Art"", ""gender"": 0, ""id"": 1320428, ""job"": ""Set Decoration"", ""name"": ""Jaime Gartzia""}, {""credit_id"": ""54c2578b9251416e6000d1bf"", ""department"": ""Sound"", ""gender"": 0, ""id"": 1320429, ""job"": ""Original Music Composer"", ""name"": ""Chucky Namanera""}, {""credit_id"": ""54c25773c3a3687929003d9b"", ""department"": ""Production"", ""gender"": 0, ""id"": 1353018, ""job"": ""Associate Producer"", ""name"": ""Cormac Regan""}, {""credit_id"": ""54c257399251416eae00c7e0"", ""department"": ""Production"", ""gender"": 0, ""id"": 1383082, ""job"": ""Associate Producer"", ""name"": ""Nahikari Ipi\u00f1a""}, {""credit_id"": ""54c25665c3a3686c61012c0b"", ""department"": ""Production"", ""gender"": 0, ""id"": 1391916, ""job"": ""Producer"", ""name"": ""Eduardo Carneros""}, {""credit_id"": ""54c2566dc3a36878d0003c45"", ""department"": ""Production"", ""gender"": 0, ""id"": 1391916, ""job"": ""Executive Producer"", ""name"": ""Eduardo Carneros""}, {""credit_id"": ""54c2572992514124c80036da"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417461, ""job"": ""Producer"", ""name"": ""Javier Ibarretxe""}, {""credit_id"": ""54c256969251412489003a21"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417461, ""job"": ""Executive Producer"", ""name"": ""Javier Ibarretxe""}, {""credit_id"": ""54c256c09251412446003938"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417462, ""job"": ""Co-Producer"", ""name"": ""Santi Camu\u00f1as""}, {""credit_id"": ""54c256d2c3a3687929003d79"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417463, ""job"": ""Associate Producer"", ""name"": ""Dave Chariton""}, {""credit_id"": ""54c25749c3a3687929003d83"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417470, ""job"": ""Associate Producer"", ""name"": ""Soraya Lacaba""}, {""credit_id"": ""54c25759c3a3687929003d94"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417471, ""job"": ""Co-Producer"", ""name"": ""Norbert Llar\u00e0s""}, {""credit_id"": ""54c257679251412432003a06"", ""department"": ""Production"", ""gender"": 0, ""id"": 1417472, ""job"": ""Co-Producer"", ""name"": ""Jordi Rediu""}]"
